product_name,price,alink,matched,store_name,brand_name,price_range,rating,sold,platform
﹍Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1243,https://shopee.co.th/﹍Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.927780596.22918358606?sp_atk=094edb94-4747-4729-a953-6f198b3a157a&xptdk=094edb94-4747-4729-a953-6f198b3a157a,TRUE,rmue3_4k9s,None,None,None,None,shopee
⊕∋Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1649,https://shopee.co.th/⊕∋Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.937072281.10598906272?sp_atk=35b3111e-cee0-4274-92b5-3b73634baa56&xptdk=35b3111e-cee0-4274-92b5-3b73634baa56,TRUE,qcgulab0aw,None,None,None,None,shopee
【พร้อมส่งของ】Keychron K4 V2 Wireless Hot swappable mechanical Keyboard คีย์บอร์ดไร้สาย ภาษาไทย แบบไร้สาย - Mode 5 . 1,1669,https://shopee.co.th/【พร้อมส่งของ】Keychron-K4-V2-Wireless-Hot-swappable-mechanical-Keyboard-คีย์บอร์ดไร้สาย-ภาษาไทย-แบบไร้สาย-Mode-5-.-1-i.930197911.22617744671?sp_atk=a8beea12-0ab6-490f-b166-99db833b13b8&xptdk=a8beea12-0ab6-490f-b166-99db833b13b8,TRUE,hyhttubiav,None,"฿1,669 - ฿1,837",None,0,shopee
Psy RGB 143 keycaps white pudding double skin milk backlit keycap keychron K4 K6 K8 J4NN,1739,https://shopee.co.th/Psy-RGB-143-keycaps-white-pudding-double-skin-milk-backlit-keycap-keychron-K4-K6-K8-J4NN-i.935282167.17392170120?sp_atk=b98cbee8-77b5-4048-aa15-06a8ff14baca&xptdk=b98cbee8-77b5-4048-aa15-06a8ff14baca,TRUE,f16k8te1p6,None,None,None,None,shopee
【พร้อมส่งของ】Keychron K4 V2 Wireless Hot swappable mechanical Keyboard คีย์บอร์ดไร้สาย ภาษาไทย แบบไร้สาย - Mode 5 . 1,1610,https://shopee.co.th/【พร้อมส่งของ】Keychron-K4-V2-Wireless-Hot-swappable-mechanical-Keyboard-คีย์บอร์ดไร้สาย-ภาษาไทย-แบบไร้สาย-Mode-5-.-1-i.930688712.23818087419?sp_atk=f3eb05da-d035-468a-8287-c1f2c111bb4d&xptdk=f3eb05da-d035-468a-8287-c1f2c111bb4d,TRUE,i1addv8ptw,None,None,None,None,shopee
5d7 Keychron Q1/Q3/K1/K2/K3/K4/K6/K7/K8/K12 keyboard bag zaa,1178,https://shopee.co.th/5d7-Keychron-Q1-Q3-K1-K2-K3-K4-K6-K7-K8-K12-keyboard-bag-zaa-i.924944607.23213545222?sp_atk=78c9ada0-b3d5-46f4-8a91-1eacc01f3253&xptdk=78c9ada0-b3d5-46f4-8a91-1eacc01f3253,TRUE,zaa9dbp5d7,None,None,None,None,shopee
Keychron K4V2 คีย์ครอน K4 คีย์บอร์ดไร้สาย Wireless Hot swappable mechanical keyboard,1534,https://shopee.co.th/Keychron-K4V2-คีย์ครอน-K4-คีย์บอร์ดไร้สาย-Wireless-Hot-swappable-mechanical-keyboard-i.877915896.18269269852?sp_atk=c8634555-7033-49ac-b31b-97fcf93a7c5e&xptdk=c8634555-7033-49ac-b31b-97fcf93a7c5e,TRUE,fppt4kf1xd,None,"฿1,534",None,0,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1213,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.913927655.23611039930?sp_atk=c5159478-4b6f-4397-ab40-f6262077cd1c&xptdk=c5159478-4b6f-4397-ab40-f6262077cd1c,TRUE,z_e_y_tamr,None,"฿1,213 - ฿1,390",None,0,shopee
[ประกันไทย] [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษาไ,1580,https://shopee.co.th/-ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษาไ-i.927117342.19370498531?sp_atk=3998f330-4f9c-4cf6-9bfe-3f135440d2cb&xptdk=3998f330-4f9c-4cf6-9bfe-3f135440d2cb,TRUE,11744qpthk,None,"฿1,580 - ฿1,871",None,0,shopee
Foam Plate (Mute Foam) for Keychron K2 K4 K6 K 8 and other Mechanical Keyboard by L+M Keyboard,275,https://shopee.co.th/Foam-Plate-(Mute-Foam)-for-Keychron-K2-K4-K6-K-8-and-other-Mechanical-Keyboard-by-L-M-Keyboard-i.52688154.4490936658?sp_atk=740ab2df-8b92-46d1-b34e-ce2c747ac32c&xptdk=740ab2df-8b92-46d1-b34e-ce2c747ac32c,TRUE,lmkeyboard,None,None,None,None,shopee
ประกันไทย [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษาไ,1282,https://shopee.co.th/ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษาไ-i.887912062.21461001426?sp_atk=98e9d17a-2b88-4873-ac88-9b00c5219a58&xptdk=98e9d17a-2b88-4873-ac88-9b00c5219a58,TRUE,hzac0vnqgh,None,"฿1,282 - ฿1,422",None,0,shopee
Keychron K4 hotswap (Key ENG) Mechanical Keyboard คีย์บอร์ดไร้สาย Wireless แท้100% ถูกสุดในโลก,1715,https://shopee.co.th/Keychron-K4-hotswap-(Key-ENG)-Mechanical-Keyboard-คีย์บอร์ดไร้สาย-Wireless-แท้100-ถูกสุดในโลก-i.926989902.18369880419?sp_atk=30304ffd-2770-4265-b0a4-543438de439a&xptdk=30304ffd-2770-4265-b0a4-543438de439a,TRUE,pgvksys02i,None,"฿1,715 - ฿1,931",None,0,shopee
﹍【กระเป๋าเก็บคีย์บอร์ด】【Keyboard storage bag】ที่ใช้งานได้ Keychron K1 / K2 K4 K6 K8 แป้นพิมพ์เชิงกลการป้องกันการจัดเก็บก,624,https://shopee.co.th/﹍【กระเป๋าเก็บคีย์บอร์ด】【Keyboard-storage-bag】ที่ใช้งานได้-Keychron-K1-K2-K4-K6-K8-แป้นพิมพ์เชิงกลการป้องกันการจัดเก็บก-i.533332122.12929217023?sp_atk=27fede94-3c8a-408d-a4eb-4476b3a37f1b&xptdk=27fede94-3c8a-408d-a4eb-4476b3a37f1b,TRUE,phirisa.20,None,None,None,None,shopee
Keychron คีย์บอร์ดไร้สาย รุ่น K4 V.2 Wireless Hotswap Mechanical Keyboard TH,2010,https://shopee.co.th/Keychron-คีย์บอร์ดไร้สาย-รุ่น-K4-V.2-Wireless-Hotswap-Mechanical-Keyboard-TH-i.872898193.20850886059?sp_atk=d7871b02-c079-4e7b-ac64-ce4959e9e4f6&xptdk=d7871b02-c079-4e7b-ac64-ce4959e9e4f6,TRUE,adkk22ubfo,None,"฿2,010",None,0,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1601,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.866564830.19948259151?sp_atk=0f20b646-8511-4a98-b470-58eb7dbe64db&xptdk=0f20b646-8511-4a98-b470-58eb7dbe64db,TRUE,aeh_zmeu6u,None,None,None,None,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1258,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.878337081.18553614627?sp_atk=871946eb-10ad-4fa1-9217-5966d873d117&xptdk=871946eb-10ad-4fa1-9217-5966d873d117,TRUE,rxxbnh2kgo,None,None,None,None,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1503,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.916497069.22710038921?sp_atk=9607d792-c903-4541-8645-91652528ed35&xptdk=9607d792-c903-4541-8645-91652528ed35,TRUE,kviowni_9v,None,None,None,None,shopee
Keychron K4 V.2 Hotswappable (Key ENG) ⌨ ขนาด 96% - 100 Keys ‼️ คีย์บอร์ดไร้สาย Bluetooth,2495,https://shopee.co.th/Keychron-K4-V.2-Hotswappable-(Key-ENG)-⌨-ขนาด-96-100-Keys-‼️-คีย์บอร์ดไร้สาย-Bluetooth-i.862388231.20844928576?sp_atk=80c50831-8659-41d0-baa8-58c0fa97a7f9&xptdk=80c50831-8659-41d0-baa8-58c0fa97a7f9,TRUE,2d5s37vgex,None,None,None,None,shopee
ประกันไทย [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษาไ,1415,https://shopee.co.th/ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษาไ-i.927001386.23814558103?sp_atk=5dc034e4-eefb-481f-be93-816daf4c8edf&xptdk=5dc034e4-eefb-481f-be93-816daf4c8edf,TRUE,2vsdqmvdh2,None,"฿1,415 - ฿1,575",None,0,shopee
【พร้อมส่งของ】Keychron K4 V2 Wireless Hot swappable mechanical Keyboard คีย์บอร์ดไร้สาย ภาษาไทย แบบไร้สาย - Mode 5 . 1,1367,https://shopee.co.th/【พร้อมส่งของ】Keychron-K4-V2-Wireless-Hot-swappable-mechanical-Keyboard-คีย์บอร์ดไร้สาย-ภาษาไทย-แบบไร้สาย-Mode-5-.-1-i.927001386.23014585536?sp_atk=0c6d795a-b539-4657-ae00-3cd5d198308c&xptdk=0c6d795a-b539-4657-ae00-3cd5d198308c,TRUE,2vsdqmvdh2,None,None,None,None,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1227,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.916415552.23911946241?sp_atk=92dcb687-0c32-4c65-9c11-638c66ae447a&xptdk=92dcb687-0c32-4c65-9c11-638c66ae447a,TRUE,8nvhcknapt,None,"฿1,227 - ฿1,405",None,0,shopee
ประกันไทย [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษาไ,1778,https://shopee.co.th/ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษาไ-i.868266941.18048650793?sp_atk=acf1a8aa-8830-474d-be68-73dc6dc9ce88&xptdk=acf1a8aa-8830-474d-be68-73dc6dc9ce88,TRUE,pru83n43lp,None,"฿1,778 - ฿2,007",None,0,shopee
ประกันไทย [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษาไ,1431,https://shopee.co.th/ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษาไ-i.892455244.21463271799?sp_atk=aaf918f5-8909-47b0-8905-108b3d59b953&xptdk=aaf918f5-8909-47b0-8905-108b3d59b953,TRUE,uxiz3v46xm,None,None,None,None,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1475,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.918223597.18668239992?sp_atk=8cc3e0e7-e0e7-43f9-8e2e-08eb9927f888&xptdk=8cc3e0e7-e0e7-43f9-8e2e-08eb9927f888,TRUE,6n2h982nta,None,None,None,None,shopee
ประกันไทย [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษาไ,1737,https://shopee.co.th/ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษาไ-i.866506400.19347873326?sp_atk=a5630feb-4599-42cf-8d02-866de5479326&xptdk=a5630feb-4599-42cf-8d02-866de5479326,TRUE,kun7s_dya_,None,None,None,None,shopee
Keychron K4 V.2 Wireless Hot swappable mechanical Keyboard คีย์บอร์ดไร้สาย ภาษาไทย,2078,https://shopee.co.th/Keychron-K4-V.2-Wireless-Hot-swappable-mechanical-Keyboard-คีย์บอร์ดไร้สาย-ภาษาไทย-i.877843996.15493755545?sp_atk=a3417ba8-8816-4d3b-bb72-531cafe3f726&xptdk=a3417ba8-8816-4d3b-bb72-531cafe3f726,TRUE,hbz8xt2arv,None,None,None,None,shopee
✥❧♈เคสแป้นพิมพ์ ฝาครอบป้องกันถุงเก็บ for keychron K2 K3 K4 K6 K8 C1 C2 K12 K10 Q1 กระเป๋า carrying case Travel storage b,478,https://shopee.co.th/✥❧♈เคสแป้นพิมพ์-ฝาครอบป้องกันถุงเก็บ-for-keychron-K2-K3-K4-K6-K8-C1-C2-K12-K10-Q1-กระเป๋า-carrying-case-Travel-storage-b-i.909755349.20166492512?sp_atk=7a996dc5-66e0-44aa-8f36-3a7b671a1121&xptdk=7a996dc5-66e0-44aa-8f36-3a7b671a1121,TRUE,rbeqqqtnx3,None,None,None,None,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1503,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.909826785.19366147229?sp_atk=1d6dde47-f31a-4903-a1c6-ac0daa65a767&xptdk=1d6dde47-f31a-4903-a1c6-ac0daa65a767,TRUE,vjq9qx_4cz,None,None,None,None,shopee
Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1566,https://shopee.co.th/Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.870249994.16787219907?sp_atk=dad2467a-a497-428a-ae7b-6130c623e67f&xptdk=dad2467a-a497-428a-ae7b-6130c623e67f,TRUE,quzx01ez76,None,"฿1,566 - ฿1,838",None,0,shopee
☼✶Keychron K4V2 คีย์ครอน K4 คีย์บอร์ดไร้สาย Wireless Hot swappable mechanical keyboard,1555,https://shopee.co.th/☼✶Keychron-K4V2-คีย์ครอน-K4-คีย์บอร์ดไร้สาย-Wireless-Hot-swappable-mechanical-keyboard-i.914103001.19967887917?sp_atk=ec6149ba-3424-4a8a-ae93-6ddcff6a1366&xptdk=ec6149ba-3424-4a8a-ae93-6ddcff6a1366,TRUE,05nq8bnw5t,None,None,None,None,shopee
❣✘[ประกันไทย] [in stock] Keychron K4 V2 คีย์บอร์ด สินค้าถ่ายจากงานจริง % คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1 คีย์ภาษา,1352,https://shopee.co.th/❣✘-ประกันไทย-in-stock-Keychron-K4-V2-คีย์บอร์ด-สินค้าถ่ายจากงานจริง-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-คีย์ภาษา-i.914635312.18267903267?sp_atk=7f35614a-7b63-4229-99ef-ab668b712623&xptdk=7f35614a-7b63-4229-99ef-ab668b712623,TRUE,zd4rykw42u,None,None,None,None,shopee
❣Keychron K4 V2 คีย์บอร์ด Mechanical ไร้สาย  Keychron K4 Wireless Mechanical Keyboard Keychron Optical,1252,https://shopee.co.th/❣Keychron-K4-V2-คีย์บอร์ด-Mechanical-ไร้สาย-Keychron-K4-Wireless-Mechanical-Keyboard-Keychron-Optical-i.914637497.20767900645?sp_atk=1b80b481-4dce-4590-b1dc-6bb3f09571e7&xptdk=1b80b481-4dce-4590-b1dc-6bb3f09571e7,TRUE,7mrctnc76n,None,None,None,None,shopee
"Keychron Wooden Palm rest ของแท้ 100% ที่รองข้อมือแป้นพิมพ์ แบบไม้ สำหรับ K2,K6,K3,K4,K8,K10,K7,C1,C2",669,https://shopee.co.th/Keychron-Wooden-Palm-rest-ของแท้-100-ที่รองข้อมือแป้นพิมพ์-แบบไม้-สำหรับ-K2-K6-K3-K4-K8-K10-K7-C1-C2-i.16128653.2995602092?sp_atk=1b2a4d96-0348-4b38-a9a0-a2bd00b391f4&xptdk=1b2a4d96-0348-4b38-a9a0-a2bd00b391f4,TRUE,0812345142shop,None,฿669 - ฿699,None,None,shopee
【ของแท้ใหม่】in stockแ Keychron K4 V2พร้อมส่งของแท้％ คีย์บอร์ดบลูทูธ แบบไร้สาย - Mode 5 . 1,1310,https://shopee.co.th/【ของแท้ใหม่】in-stockแ-Keychron-K4-V2พร้อมส่งของแท้％-คีย์บอร์ดบลูทูธ-แบบไร้สาย-Mode-5-.-1-i.885554783.19958749694?sp_atk=d5f530d1-8433-4b64-bcb5-2c26aee91f1f&xptdk=d5f530d1-8433-4b64-bcb5-2c26aee91f1f,TRUE,sa5ywz9in6,None,"฿1,310 - ฿1,760",None,0,shopee
